source,source_url,player_id,name,team,league,nationality,age,height,weight,main_position,overall_rating,rating_as_GK,rating_as_CB,rating_as_LB,rating_as_RB,rating_as_DMF,rating_as_CMF,rating_as_LMF,rating_as_RMF,rating_as_AMF,rating_as_LWF,rating_as_RWF,rating_as_SS,rating_as_CF,attacking_prowess,ball_control,dribbling,low_pass,lofted_pass,finishing,place_kicking,swerve,header,defensive_prowess,ball_winning,kicking_power,speed,explosive_power,body_control,physical_contact,jump,stamina,goalkeeping,catching,clearing,reflexes,coverage,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
pesmaster,https://www.pesmaster.com/fernando-seoane/pes-2018/player/100123/,100123,72 Fernando Seoane,CD Lugo,Spanish 2nd division,Spain,34,179,75,DMF,,,,,,,,,,,,,,,74,63,72,65,62,70,71,,68,68,74,73,70,62,79,76,40,2,40,40,40,40,82,,,3,
pesmaster,https://www.pesmaster.com/alex-perez/pes-2018/player/100129/,100129,72 Álex Pérez,Sporting Gijón,Spanish 2nd division,Spain,26,191,86,CB,,,,,,,,,,,,,,,66,62,68,65,61,60,65,,74,77,68,74,70,60,79,80,40,2,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/jorge-morcillo/pes-2018/player/100130/,100130,67 Jorge Morcillo,UD Almería,Spanish 2nd division,Spain,31,184,81,CB,,,,,,,,,,,,,,,70,62,70,74,64,67,63,,71,69,79,70,72,61,73,70,40,3,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/tono/pes-2018/player/100131/,100131,72 Toño,Levante UD,Spanish League,Spain,28,179,69,LB,,,,,,,,,,,,,,,76,71,73,66,55,51,71,,66,70,59,86,87,62,70,72,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/montoro/pes-2018/player/100132/,100132,71 Montoro,Granada CF,Spanish 2nd division,Spain,29,180,74,CMF,,,,,,,,,,,,,,,75,63,75,78,60,54,53,,73,76,70,73,68,67,75,70,40,2,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/o-nyland/pes-2018/player/100133/,100133,73 Ø. Nyland,Free,Position,Norway,27,192,90,GK,,,,,,,,,,,,,,,58,53,57,68,57,47,63,,61,60,45,51,53,60,78,80,80,2,78,81,87,81,55,,,1,
pesmaster,https://www.pesmaster.com/n-manfredini/pes-2018/player/100134/,100134,62 N. Manfredini,Spezia,Italian 2nd division,Italy,29,190,80,GK,,,,,,,,,,,,,,,52,52,53,56,51,52,53,,56,55,67,64,63,44,77,72,72,2,70,69,70,71,60,,,2,
pesmaster,https://www.pesmaster.com/c-pinsoglio/pes-2018/player/100135/,100135,73 C. Pinsoglio,Juventus,Italian League,Italy,27,194,82,GK,,,,,,,,,,,,,,,54,53,55,57,50,51,52,,50,52,73,65,65,62,82,78,82,2,77,78,80,81,62,,,2,
pesmaster,https://www.pesmaster.com/l-calapai/pes-2018/player/100137/,100137,63 L. Calapai,Carpi FC,Italian 2nd division,Italy,24,179,76,RB,,,,,,,,,,,,,,,64,62,66,65,56,53,60,,66,66,61,76,76,62,64,63,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/w-morgan/pes-2018/player/100140/,100140,76 W. Morgan,Leicester City,English League,Jamaica,33,185,93,CB,,,,,,,,,,,,,,,67,63,66,62,56,55,54,,84,84,68,65,62,67,92,82,40,2,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/l-moore/pes-2018/player/100142/,100142,76 L. Moore,Reading,English 2nd division,England,24,186,86,CB,,,,,,,,,,,,,,,72,68,69,67,55,57,59,,80,78,69,75,72,77,82,79,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/miquel/pes-2018/player/100144/,100144,68 Miquel,Málaga CF,Spanish League,Spain,25,189,80,CB,,,,,,,,,,,,,,,74,63,70,68,46,41,40,,79,78,66,69,69,63,78,69,40,2,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/d-drinkwater/pes-2018/player/100148/,100148,79 D. Drinkwater,Chelsea,English League,England,27,177,70,CMF,,,,,,,,,,,,,,,80,73,80,82,66,69,70,,76,79,76,70,71,78,74,61,40,2,40,40,40,40,83,,,2,
pesmaster,https://www.pesmaster.com/m-james/pes-2018/player/100150/,100150,73 M. James,Leicester City,English League,England,26,178,73,CMF,,,,,,,,,,,,,,,74,73,77,74,63,74,75,,73,67,77,70,71,72,73,68,40,2,40,40,40,40,73,,,1,
pesmaster,https://www.pesmaster.com/l-dyer/pes-2018/player/100151/,100151,68 L. Dyer,Burton Albion,English 2nd division,England,35,173,70,LMF,,,,,,,,,,,,,,,62,73,68,64,52,59,54,,50,50,60,91,90,73,82,62,40,2,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/dani-sotres/pes-2018/player/100153/,100153,65 Dani Sotres,Celta de Vigo,Spanish League,Spain,24,186,78,GK,,,,,,,,,,,,,,,45,44,49,61,41,44,56,,56,51,58,58,56,48,76,79,75,4,74,70,76,74,66,,,3,
pesmaster,https://www.pesmaster.com/a-knockaert/pes-2018/player/100158/,100158,77 A. Knockaert,Brighton & Hove Albion,English League,France,26,172,69,RMF,,,,,,,,,,,,,,,79,83,75,76,73,77,78,,52,52,75,76,81,86,62,76,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/j-vardy/pes-2018/player/100159/,100159,81 J. Vardy,Leicester City,English League,England,30,178,76,CF,,,,,,,,,,,,,,,77,76,67,64,84,63,64,,53,56,85,93,94,79,69,75,40,2,40,40,40,40,90,,,2,
pesmaster,https://www.pesmaster.com/pena/pes-2018/player/100161/,100161,67 Peña,AD Alcorcón,Spanish 2nd division,Spain,26,178,70,CMF,,,,,,,,,,,,,,,68,65,73,67,65,69,70,,69,73,70,72,69,71,66,64,40,3,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/a-sala/pes-2018/player/100163/,100163,63 A. Sala,Ternana,Italian 2nd division,Italy,24,187,76,GK,,,,,,,,,,,,,,,54,54,54,55,57,55,53,,56,58,64,64,66,61,68,83,68,2,67,72,78,69,73,,,3,
pesmaster,https://www.pesmaster.com/t-cionek/pes-2018/player/100165/,100165,75 T. Cionek,SPAL,Italian League,Poland,31,184,81,CB,,,,,,,,,,,,,,,68,63,68,62,60,59,59,,77,78,70,76,74,64,83,88,40,3,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/a-garofalo/pes-2018/player/100166/,100166,65 A. Garofalo,Venezia,Italian 2nd division,Italy,33,178,71,LB,,,,,,,,,,,,,,,64,62,66,66,56,67,63,,65,66,70,70,73,69,65,72,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/s-gozzi/pes-2018/player/100168/,100168,63 S. Gozzi,Pro Vercelli,Italian 2nd division,Italy,31,188,78,RB,,,,,,,,,,,,,,,64,58,64,59,54,54,59,,68,73,68,66,64,51,82,78,40,3,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/a-masi/pes-2018/player/100171/,100171,64 A. Masi,Spezia,Italian 2nd division,Italy,25,188,80,CB,,,,,,,,,,,,,,,62,55,62,63,55,57,55,,,67,55,66,65,83,74,72,40,2,40,40,40,40,69,,,3,
pesmaster,https://www.pesmaster.com/b-meccariello/pes-2018/player/100172/,100172,65 B. Meccariello,Brescia,Italian 2nd division,Italy,26,187,85,CB,,,,,,,,,,,,,,,64,53,63,63,53,59,54,,,72,63,69,68,77,82,75,40,2,40,40,40,40,61,,,3,
pesmaster,https://www.pesmaster.com/n-belloni/pes-2018/player/100177/,100177,65 N. Belloni,Carpi FC,Italian 2nd division,Italy,23,176,78,RMF,,,,,,,,,,,,,,,69,70,67,64,66,63,67,,49,49,67,76,75,68,64,69,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/h-menosse/pes-2018/player/100178/,100178,71 H. Menosse,Granada CF,Spanish 2nd division,Uruguay,30,183,78,CB,,,,,,,,,,,,,,,67,60,63,62,51,55,58,,74,76,72,73,69,68,79,75,40,3,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/s-molina/pes-2018/player/100181/,100181,69 S. Molina,Avellino,Italian 2nd division,Italy,25,177,74,RWF,,,,,,,,,,,,,,,72,74,68,65,68,64,65,,55,55,69,78,79,73,66,68,40,3,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/molinero/pes-2018/player/100184/,100184,73 Molinero,Getafe CF,Spanish League,Spain,32,175,64,RB,,,,,,,,,,,,,,,74,62,70,66,55,58,68,,70,71,73,78,76,72,71,73,40,2,40,40,40,40,87,,,3,
pesmaster,https://www.pesmaster.com/e-israfilov/pes-2018/player/100187/,100187,68 E. Israfilov,AD Alcorcón,Spanish 2nd division,Azerbaijan,25,191,80,CMF,,,,,,,,,,,,,,,78,74,69,62,59,55,64,,58,70,80,69,67,62,82,74,40,1,40,40,40,40,72,,,3,
pesmaster,https://www.pesmaster.com/saul-berjon/pes-2018/player/100188/,100188,72 Saúl Berjón,Real Oviedo,Spanish 2nd division,Spain,31,178,80,LMF,,,,,,,,,,,,,,,76,72,75,74,71,74,73,,55,56,76,77,75,75,70,65,40,3,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/toribio/pes-2018/player/100189/,100189,65 Toribio,AD Alcorcón,Spanish 2nd division,Spain,29,172,71,DMF,,,,,,,,,,,,,,,64,59,69,62,59,56,57,,79,75,70,64,67,64,74,71,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/wellington/pes-2018/player/100190/,100190,75 Wellington,Fluminense FC,Brazilian League,Brazil,24,170,64,RWF,,,,,,,,,,,,,,,81,83,72,73,66,73,71,,51,53,68,93,93,87,62,75,40,2,40,40,40,40,63,,,2,
pesmaster,https://www.pesmaster.com/l-rizzo/pes-2018/player/100192/,100192,73 L. Rizzo,Atalanta B.C.,Italian League,Italy,25,188,80,CMF,,,,,,,,,,,,,,,74,72,73,75,66,68,67,,65,69,75,75,78,72,73,68,40,3,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/f-signori/pes-2018/player/100195/,100195,69 F. Signori,Ternana,Italian 2nd division,Italy,29,177,71,CMF,,,,,,,,,,,,,,,73,66,74,67,62,58,64,,61,65,67,76,74,68,73,75,40,3,40,40,40,40,83,,,2,
pesmaster,https://www.pesmaster.com/kike/pes-2018/player/100196/,100196,74 Kike,SD Eibar,Spanish League,Spain,28,186,79,CF,,,,,,,,,,,,,,,75,72,73,69,77,62,63,,57,55,75,70,73,61,81,74,40,2,40,40,40,40,79,,,2,
pesmaster,https://www.pesmaster.com/dorca/pes-2018/player/100203/,100203,71 Dorca,AD Alcorcón,Spanish 2nd division,Spain,35,181,76,CMF,,,,,,,,,,,,,,,72,60,75,71,61,66,67,,74,80,78,69,67,67,81,76,40,2,40,40,40,40,85,,,2,
pesmaster,https://www.pesmaster.com/fernando-m/pes-2018/player/100205/,100205,65 Fernando M.,UD Almería,Spanish 2nd division,Spain,27,185,79,GK,,,,,,,,,,,,,,,57,54,59,59,54,52,53,,40,59,66,59,58,66,68,73,74,2,72,70,74,74,64,,,2,
pesmaster,https://www.pesmaster.com/jose-carrillo/pes-2018/player/100206/,100206,67 José Carrillo,Cádiz CF,Spanish 2nd division,Spain,23,190,80,CF,,,,,,,,,,,,,,,68,65,68,61,77,59,60,,56,54,79,66,64,65,70,77,40,3,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/r-maiello/pes-2018/player/100212/,100212,67 R. Maiello,Frosinone,Italian 2nd division,Italy,26,177,73,CMF,,,,,,,,,,,,,,,76,68,74,70,61,62,61,,57,60,69,69,75,67,67,76,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/boveda/pes-2018/player/100216/,100216,75 Bóveda,Deportivo La Coruña,Spanish League,Spain,29,181,76,RB,,,,,,,,,,,,,,,77,69,70,67,58,50,66,,76,76,64,78,76,67,75,69,40,1,40,40,40,40,82,,,1,
pesmaster,https://www.pesmaster.com/m-valjent/pes-2018/player/100219/,100219,65 M. Valjent,Ternana,Italian 2nd division,Slovakia,22,180,70,CB,,,,,,,,,,,,,,,64,63,65,61,57,62,63,,70,72,63,69,72,65,66,73,40,2,40,40,40,40,75,,,1,
pesmaster,https://www.pesmaster.com/albentosa/pes-2018/player/100222/,100222,75 Albentosa,Deportivo La Coruña,Spanish League,Spain,29,193,89,CB,,,,,,,,,,,,,,,73,65,73,72,51,52,51,,81,80,75,72,71,60,79,79,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/a-zito/pes-2018/player/100223/,100223,71 A. Zito,Salernitana,Italian 2nd division,Italy,31,184,81,LMF,,,,,,,,,,,,,,,70,70,65,70,60,65,74,,62,62,66,82,81,70,76,85,40,2,40,40,40,40,82,,,3,
pesmaster,https://www.pesmaster.com/yuri/pes-2018/player/100224/,100224,80 Yuri,Paris Saint-Germain,Ligue 1,Spain,27,181,77,LB,,,,,,,,,,,,,,,74,64,67,73,66,55,77,,79,83,80,80,79,72,77,84,40,2,40,40,40,40,84,,,3,
pesmaster,https://www.pesmaster.com/lillo-c/pes-2018/player/100226/,100226,73 Lillo C.,CA Osasuna,Spanish 2nd division,Spain,28,176,70,RB,,,,,,,,,,,,,,,72,65,71,67,47,53,62,,76,78,65,76,74,74,75,75,40,3,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/raul-navas/pes-2018/player/100228/,100228,77 Raúl Navas,Real Sociedad,Spanish League,Spain,29,185,83,CB,,,,,,,,,,,,,,,68,60,70,76,59,69,65,,,83,75,63,65,65,85,78,40,2,40,40,40,40,76,,,1,
pesmaster,https://www.pesmaster.com/f-ceravolo/pes-2018/player/100229/,100229,74 F. Ceravolo,Parma Calcio 1913,Italian 2nd division,Italy,30,180,73,CF,,,,,,,,,,,,,,,73,74,66,61,79,61,65,,54,53,72,80,82,75,73,73,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/c-falletti/pes-2018/player/100230/,100230,67 C. Falletti,Bologna,Italian League,Uruguay,25,170,65,AMF,,,,,,,,,,,,,,,74,74,68,58,64,69,69,,59,56,67,84,81,66,68,71,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/g-litteri/pes-2018/player/100231/,100231,68 G. Litteri,Venezia,Italian 2nd division,Italy,29,186,82,CF,,,,,,,,,,,,,,,69,66,67,62,73,63,62,,48,52,75,72,76,65,73,78,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/t-kuszczak/pes-2018/player/100235/,100235,71 T. Kuszczak,Birmingham City,English 2nd division,Poland,35,191,84,GK,,,,,,,,,,,,,,,52,42,56,57,45,45,43,,44,44,63,60,60,63,70,69,80,2,75,75,87,84,54,,,2,
pesmaster,https://www.pesmaster.com/a-casadei/pes-2018/player/100238/,100238,64 A. Casadei,Avellino,Italian 2nd division,Italy,29,193,84,GK,,,,,,,,,,,,,,,54,52,55,55,50,51,53,,50,53,74,63,63,61,77,73,73,2,72,70,71,72,57,,,2,
pesmaster,https://www.pesmaster.com/f-de-col/pes-2018/player/100241/,100241,68 F. De Col,Spezia,Italian 2nd division,Italy,24,184,83,RB,,,,,,,,,,,,,,,67,65,65,64,56,54,62,,68,70,73,74,74,64,76,67,40,3,40,40,40,40,82,,,2,
pesmaster,https://www.pesmaster.com/c-mammarella/pes-2018/player/100242/,100242,65 C. Mammarella,Pro Vercelli,Italian 2nd division,Italy,35,175,70,LB,,,,,,,,,,,,,,,66,61,69,69,52,74,72,,65,65,68,72,70,72,67,61,40,2,40,40,40,40,72,,,3,
pesmaster,https://www.pesmaster.com/m-troest/pes-2018/player/100244/,100244,72 M. Troest,Novara,Italian 2nd division,Denmark,30,189,82,CB,,,,,,,,,,,,,,,63,59,67,63,57,57,60,,77,79,65,66,62,65,87,85,40,2,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/l-dunk/pes-2018/player/100246/,100246,77 L. Dunk,Brighton & Hove Albion,English League,England,26,192,88,CB,,,,,,,,,,,,,,,73,65,72,76,57,56,58,,,81,72,70,66,69,89,77,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/u-germano/pes-2018/player/100249/,100249,66 U. Germano,Pro Vercelli,Italian 2nd division,Italy,25,175,73,RB,,,,,,,,,,,,,,,65,62,64,61,63,54,53,,66,66,70,74,76,75,70,69,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/bruno-saltor/pes-2018/player/100254/,100254,72 Bruno Saltor,Brighton & Hove Albion,English League,Spain,37,179,75,RB,,,,,,,,,,,,,,,73,69,71,73,58,61,71,,80,79,70,66,73,71,70,66,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/d-stephens/pes-2018/player/100257/,100257,73 D. Stephens,Brighton & Hove Albion,English League,England,28,185,71,CMF,,,,,,,,,,,,,,,73,66,78,74,68,66,68,,72,75,68,72,70,69,66,88,40,2,40,40,40,40,85,,,2,
pesmaster,https://www.pesmaster.com/f-paghera/pes-2018/player/100259/,100259,66 F. Paghera,Pro Vercelli,Italian 2nd division,Italy,26,185,81,DMF,,,,,,,,,,,,,,,69,65,71,70,52,58,60,,62,60,66,75,74,73,70,60,40,2,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/s-march/pes-2018/player/100261/,100261,73 S. March,Brighton & Hove Albion,English League,England,23,180,88,LMF,,,,,,,,,,,,,,,74,78,68,68,67,65,70,,55,52,74,86,86,78,70,62,40,1,40,40,40,40,74,,,1,
pesmaster,https://www.pesmaster.com/l-gatto/pes-2018/player/100262/,100262,69 L. Gatto,Virtus Entella,Italian 2nd division,Italy,25,180,73,LWF,,,,,,,,,,,,,,,73,80,65,63,63,50,60,,50,54,74,82,83,74,65,60,40,2,40,40,40,40,68,,,3,
pesmaster,https://www.pesmaster.com/a-piccolo/pes-2018/player/100264/,100264,69 A. Piccolo,US Cremonese,Italian 2nd division,Italy,29,180,68,RWF,,,,,,,,,,,,,,,74,74,69,66,68,65,68,,47,49,69,75,77,74,68,66,40,3,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/k-lualua/pes-2018/player/100270/,100270,70 K. Lualua,Sunderland,English 2nd division,Congo DR,27,180,76,LWF,,,,,,,,,,,,,,,72,75,66,67,66,68,64,,49,52,83,86,93,71,70,57,40,2,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/m-pellizzer/pes-2018/player/100272/,100272,67 M. Pellizzer,Virtus Entella,Italian 2nd division,Italy,28,183,75,CB,,,,,,,,,,,,,,,63,51,62,61,45,50,49,,74,67,73,75,76,65,80,87,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/w-buckley/pes-2018/player/100273/,100273,68 W. Buckley,Bolton Wanderers,English 2nd division,England,28,183,82,RWF,,,,,,,,,,,,,,,71,72,68,71,69,63,63,,48,50,68,80,79,67,70,64,40,2,40,40,40,40,73,,,1,
pesmaster,https://www.pesmaster.com/s-pecorini/pes-2018/player/100274/,100274,67 S. Pecorini,Avellino,Italian 2nd division,Italy,24,190,80,RB,,,,,,,,,,,,,,,67,65,68,66,62,60,58,,70,62,67,73,70,69,70,72,40,2,40,40,40,40,73,,,3,
pesmaster,https://www.pesmaster.com/jose-naranjo/pes-2018/player/100275/,100275,73 José Naranjo,CD Leganés,Spanish League,Spain,23,182,73,LWF,,,,,,,,,,,,,,,77,74,69,63,78,59,67,,48,47,74,85,85,73,65,67,40,1,40,40,40,40,70,,,3,
pesmaster,https://www.pesmaster.com/d-gasparetto/pes-2018/player/100277/,100277,68 D. Gasparetto,Ternana,Italian 2nd division,Italy,29,195,85,CB,,,,,,,,,,,,,,,65,61,67,62,51,53,61,,74,74,65,70,68,64,82,79,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/f-scaglia/pes-2018/player/100281/,100281,65 F. Scaglia,AS Cittadella,Italian 2nd division,Italy,25,191,88,CB,,,,,,,,,,,,,,,68,56,61,57,49,50,48,,75,74,61,63,64,65,72,80,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/a-paolucci/pes-2018/player/100283/,100283,64 A. Paolucci,Ternana,Italian 2nd division,Italy,31,176,73,CMF,,,,,,,,,,,,,,,69,68,72,69,57,56,59,,57,56,68,72,68,69,74,63,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/j-shackell/pes-2018/player/100285/,100285,73 J. Shackell,Millwall,English 2nd division,England,34,193,83,CB,,,,,,,,,,,,,,,66,63,72,68,56,55,62,,80,78,66,65,65,64,84,79,40,2,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/s-colombi/pes-2018/player/100286/,100286,71 S. Colombi,Carpi FC,Italian 2nd division,Italy,26,188,83,GK,,,,,,,,,,,,,,,54,55,57,58,51,51,49,,58,54,64,62,64,68,70,79,79,2,76,76,81,81,65,,,2,
pesmaster,https://www.pesmaster.com/g-letizia/pes-2018/player/100289/,100289,73 G. Letizia,Benevento Calcio,Italian League,Italy,27,173,63,RB,,,,,,,,,,,,,,,65,65,65,67,56,57,64,,72,70,61,84,87,69,70,76,40,4,40,40,40,40,81,,,3,
pesmaster,https://www.pesmaster.com/f-poli/pes-2018/player/100290/,100290,71 F. Poli,Carpi FC,Italian 2nd division,Italy,28,185,75,CB,,,,,,,,,,,,,,,63,58,69,64,57,54,55,,74,72,68,74,78,68,75,84,40,3,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/r-gagliolo/pes-2018/player/100291/,100291,72 R. Gagliolo,Parma Calcio 1913,Italian 2nd division,Italy,27,180,75,LB,,,,,,,,,,,,,,,64,63,66,67,57,53,60,,,73,72,76,76,67,70,85,40,3,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/k-long/pes-2018/player/100292/,100292,65 K. Long,Burnley,English League,Ireland,27,188,83,CB,,,,,,,,,,,,,,,59,58,59,55,51,53,55,,75,74,65,66,65,73,72,80,40,2,40,40,40,40,68,,,1,
pesmaster,https://www.pesmaster.com/b-mee/pes-2018/player/100297/,100297,77 B. Mee,Burnley,English League,England,28,180,74,CB,,,,,,,,,,,,,,,69,67,67,69,55,55,57,,78,79,63,69,69,76,82,92,40,2,40,40,40,40,83,,,1,
pesmaster,https://www.pesmaster.com/k-trippier/pes-2018/player/100299/,100299,78 K. Trippier,Tottenham Hotspur,English League,England,27,178,71,RB,,,,,,,,,,,,,,,70,71,70,85,60,68,78,,73,73,76,78,78,75,68,72,40,2,40,40,40,40,84,,,2,
pesmaster,https://www.pesmaster.com/f-concas/pes-2018/player/100300/,100300,68 F. Concas,Carpi FC,Italian 2nd division,Italy,31,177,72,RMF,,,,,,,,,,,,,,,73,69,74,70,60,59,60,,53,51,70,83,76,69,73,74,40,2,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/l-pasciuti/pes-2018/player/100302/,100302,72 L. Pasciuti,Carpi FC,Italian 2nd division,Italy,28,172,68,RMF,,,,,,,,,,,,,,,74,74,69,72,64,60,71,,59,61,69,80,85,68,64,64,40,3,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/l-memushaj/pes-2018/player/100303/,100303,76 L. Memushaj,Benevento Calcio,Italian League,Albania,31,174,70,CMF,,,,,,,,,,,,,,,76,74,77,75,70,75,70,,65,69,74,78,78,86,77,70,40,2,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/l-lollo/pes-2018/player/100304/,100304,73 L. Lollo,Empoli FC,Italian 2nd division,Italy,27,180,75,CMF,,,,,,,,,,,,,,,75,71,75,72,61,67,75,,65,65,70,77,76,69,75,74,40,3,40,40,40,40,81,,,2,
pesmaster,https://www.pesmaster.com/alberto-escassi/pes-2018/player/100307/,100307,69 Alberto Escassi,CD Numancia,Spanish 2nd division,Spain,28,185,78,CMF,,,,,,,,,,,,,,,74,61,78,66,59,63,64,,72,73,70,69,71,63,76,69,40,1,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/s-sabelli/pes-2018/player/100315/,100315,71 S. Sabelli,Bari,Italian 2nd division,Italy,24,180,74,RB,,,,,,,,,,,,,,,71,69,73,71,55,57,56,,66,71,64,80,79,69,75,65,40,2,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/diego-rico/pes-2018/player/100316/,100316,76 Diego Rico,CD Leganés,Spanish League,Spain,24,183,76,LB,,,,,,,,,,,,,,,67,66,67,66,64,69,71,,72,76,82,79,78,70,74,75,40,1,40,40,40,40,81,,,2,
pesmaster,https://www.pesmaster.com/r-samnick/pes-2018/player/100320/,100320,62 R. Samnick,Châteauroux,Ligue 2,France,24,181,75,CB,,,,,,,,,,,,,,,58,49,60,56,52,48,47,,70,72,59,69,72,60,72,81,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/david-ferreiro/pes-2018/player/100322/,100322,72 David Ferreiro,SD Huesca,Spanish 2nd division,Spain,29,170,60,RWF,,,,,,,,,,,,,,,70,71,66,69,68,73,80,,53,47,66,86,88,87,63,76,40,2,40,40,40,40,65,,,2,
pesmaster,https://www.pesmaster.com/l-ceppitelli/pes-2018/player/100325/,100325,74 L. Ceppitelli,Cagliari Calcio,Italian League,Italy,28,186,83,CB,,,,,,,,,,,,,,,63,58,66,64,58,55,61,,78,78,65,72,67,86,84,81,40,4,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/m-calderoni/pes-2018/player/100327/,100327,67 M. Calderoni,Novara,Italian 2nd division,Italy,28,183,75,LB,,,,,,,,,,,,,,,62,65,62,66,63,50,53,,61,68,76,79,79,68,75,69,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/d-sciaudone/pes-2018/player/100329/,100329,69 D. Sciaudone,Novara,Italian 2nd division,Italy,29,183,72,CMF,,,,,,,,,,,,,,,74,69,74,68,62,61,65,,55,61,72,78,75,68,74,73,40,3,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/c-galano/pes-2018/player/100333/,100333,71 C. Galano,Bari,Italian 2nd division,Italy,26,170,69,RWF,,,,,,,,,,,,,,,74,75,69,67,67,70,71,,46,49,80,85,82,68,70,72,40,2,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/r-bianco/pes-2018/player/100334/,100334,72 R. Bianco,Perugia,Italian 2nd division,Italy,30,180,80,CMF,,,,,,,,,,,,,,,73,67,73,75,59,73,76,,67,69,72,73,76,69,70,72,40,3,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/j-mbakogu/pes-2018/player/100336/,100336,72 J. Mbakogu,Carpi FC,Italian 2nd division,Nigeria,25,185,78,CF,,,,,,,,,,,,,,,73,66,60,55,75,60,71,,45,53,70,80,87,67,83,90,40,3,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/a-di-gaudio/pes-2018/player/100337/,100337,74 A. Di Gaudio,Parma Calcio 1913,Italian 2nd division,Italy,28,170,63,LWF,,,,,,,,,,,,,,,74,75,68,71,66,60,75,,54,58,66,85,86,74,61,70,40,3,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/a-iacobucci/pes-2018/player/100338/,100338,69 A. Iacobucci,Virtus Entella,Italian 2nd division,Italy,26,187,82,GK,,,,,,,,,,,,,,,52,51,56,67,53,52,53,,56,52,77,62,62,57,72,72,80,2,76,79,78,77,68,,,3,
pesmaster,https://www.pesmaster.com/alex-munoz/pes-2018/player/100342/,100342,66 Álex Muñoz,Sevilla Atlético,Spanish 2nd division,Spain,23,185,75,CB,,,,,,,,,,,,,,,69,60,68,70,54,46,70,,72,73,59,74,68,63,70,73,40,1,40,40,40,40,72,,,1,
